neurotransmitter,neuron_class,bodyId_pre,bodyId_post,bbox_xmin,bbox_xmax,bbox_ymin,bbox_ymax,bbox_zmin,bbox_zmax,x_pre,y_pre,z_pre,x_post,y_post,z_post,any_out_of_range
gaba,neuron6,18781,17170,20233,20363,21102,21232,30604,30734,20298,21167,30669,20311,21164,30680,False
gaba,neuron6,18781,25178208720,20038,20168,21476,21606,31343,31473,20103,21541,31408,20115,21556,31433,False
gaba,neuron6,18781,24736015084,20340,20470,16721,16851,31034,31164,20405,16786,31099,20421,16777,31090,False
gaba,neuron6,18781,25595637473,20216,20346,22115,22245,31895,32025,20281,22180,31960,20293,22192,31958,False
gaba,neuron6,18781,24736016163,20340,20470,16721,16851,31034,31164,20405,16786,31099,20397,16779,31075,False
gaba,neuron6,18781,26826627109,19399,19529,22017,22147,33942,34072,19464,22082,34007,19473,22066,33976,False
gaba,neuron6,18781,21960,19898,20028,17121,17251,30272,30402,19963,17186,30337,19937,17203,30329,False
gaba,neuron6,18781,23940068761,20309,20439,20385,20515,29873,30003,20374,20450,29938,20380,20483,29948,False
gaba,neuron6,18781,14166,20038,20168,21476,21606,31343,31473,20103,21541,31408,20107,21515,31433,False
gaba,neuron6,18781,25967118453,20831,20961,16667,16797,32471,32601,20896,16732,32536,20908,16706,32521,False
gaba,neuron6,18781,21573,19997,20127,21547,21677,31445,31575,20062,21612,31510,20078,21621,31506,False
gaba,neuron6,18781,13587,20194,20324,17007,17137,35020,35150,20259,17072,35085,20267,17068,35098,False
gaba,neuron6,18781,17204,19030,19160,20936,21066,31167,31297,19095,21001,31232,19113,21018,31230,False
gaba,neuron6,18781,13587,20581,20711,21913,22043,33359,33489,20646,21978,33424,20631,22000,33437,False
gaba,neuron6,18781,14429,20671,20801,20549,20679,34151,34281,20736,20614,34216,20723,20589,34182,False
gaba,neuron6,18781,14639,19765,19895,19000,19130,29465,29595,19830,19065,29530,19845,19070,29530,False
gaba,neuron6,18781,18691,19765,19895,19000,19130,29465,29595,19830,19065,29530,19842,19065,29543,False
gaba,neuron6,18781,25595679213,20686,20816,22285,22415,32259,32389,20751,22350,32324,20762,22339,32316,False
gaba,neuron6,18781,23940070146,20288,20418,20368,20498,29915,30045,20353,20433,29980,20356,20450,29987,False
gaba,neuron6,18781,17822,20018,20148,21416,21546,34104,34234,20083,21481,34169,20109,21494,34154,False
gaba,neuron6,18781,101025,19952,20082,21645,21775,31681,31811,20017,21710,31746,20031,21722,31742,False
gaba,neuron6,18781,20660,20603,20733,22884,23014,33168,33298,20668,22949,33233,20680,22942,33247,False
gaba,neuron6,18781,23115822139,20279,20409,19530,19660,28996,29126,20344,19595,29061,20338,19595,29044,False
gaba,neuron6,18781,16309,20905,21035,17035,17165,33222,33352,20970,17100,33287,20958,17104,33303,False
gaba,neuron6,18781,21455,19953,20083,18950,19080,29108,29238,20018,19015,29173,20026,19015,29159,False
gaba,neuron6,18781,26826668165,19407,19537,22050,22180,34005,34135,19472,22115,34070,19487,22102,34075,False
gaba,neuron6,18781,26006029749,20640,20770,22329,22459,32392,32522,20705,22394,32457,20730,22417,32434,False
gaba,neuron6,18781,26002416178,19735,19865,21830,21960,32526,32656,19800,21895,32591,19789,21897,32580,False
gaba,neuron6,18781,25178168869,19854,19984,21711,21841,31719,31849,19919,21776,31784,19908,21788,31801,False
gaba,neuron6,18781,24736017880,20376,20506,16652,16782,31127,31257,20441,16717,31192,20446,16682,31172,False
gaba,neuron6,18781,21240,20662,20792,16863,16993,32458,32588,20727,16928,32523,20689,16929,32544,False
gaba,neuron6,18781,24350349686,19047,19177,20823,20953,31053,31183,19112,20888,31118,19113,20884,31103,False
gaba,neuron6,18781,14752,19862,19992,21642,21772,31602,31732,19927,21707,31667,19905,21716,31655,False
gaba,neuron6,18781,27226484687,20671,20801,20549,20679,34151,34281,20736,20614,34216,20730,20641,34199,False
gaba,neuron6,18781,24332697458,19795,19925,17649,17779,30426,30556,19860,17714,30491,19870,17703,30485,False
gaba,neuron6,18781,25967118866,20666,20796,16884,17014,32534,32664,20731,16949,32599,20716,16951,32592,False
gaba,neuron6,18781,14322,20866,20996,16617,16747,32537,32667,20931,16682,32602,20954,16701,32596,False
gaba,neuron6,18781,20660,20002,20132,21552,21682,31502,31632,20067,21617,31567,20079,21605,31555,False
gaba,neuron6,18781,20660,19702,19832,21974,22104,32021,32151,19767,22039,32086,19768,22039,32065,False
gaba,neuron6,18781,22660,20421,20551,19633,19763,29118,29248,20486,19698,29183,20490,19679,29167,False
gaba,neuron6,18781,27229983765,20082,20212,21283,21413,34130,34260,20147,21348,34195,20136,21356,34234,False
gaba,neuron6,18781,16606,19735,19865,21830,21960,32526,32656,19800,21895,32591,19793,21882,32580,False
gaba,neuron6,18781,24353959449,20188,20318,20592,20722,30261,30391,20253,20657,30326,20250,20654,30342,False
gaba,neuron6,18781,102678,19718,19848,22036,22166,32185,32315,19783,22101,32250,19803,22094,32258,False
gaba,neuron6,18781,14322,20194,20324,17007,17137,35020,35150,20259,17072,35085,20265,17096,35090,False
gaba,neuron7,28698,28729,18090,18220,36297,36427,30179,30309,18155,36362,30244,18155,36350,30258,False
gaba,neuron7,28698,12351,19139,19269,34416,34546,29095,29225,19204,34481,29160,19200,34501,29188,False
gaba,neuron7,28698,24049574217,17992,18122,36236,36366,29792,29922,18057,36301,29857,18091,36263,29877,False
gaba,neuron7,28698,25085,19352,19482,34694,34824,34418,34548,19417,34759,34483,19411,34732,34460,False
gaba,neuron7,28698,32231903115,18456,18586,32397,32527,39949,40079,18521,32462,40014,18519,32440,40029,False
gaba,neuron7,28698,21580265393,16422,16552,34888,35018,27002,27132,16487,34953,27067,16494,34940,27077,False
gaba,neuron7,28698,21980117699,18490,18620,33482,33612,27552,27682,18555,33547,27617,18538,33560,27588,False
gaba,neuron7,28698,21580220095,16422,16552,34888,35018,27002,27132,16487,34953,27067,16473,34928,27055,False
gaba,neuron7,28698,21576687395,16380,16510,34925,35055,27016,27146,16445,34990,27081,16443,34962,27104,False
gaba,neuron7,28698,21133,18085,18215,36274,36404,30101,30231,18150,36339,30166,18143,36319,30168,False
gaba,neuron7,28698,20342192415,17662,17792,33990,34120,25473,25603,17727,34055,25538,17722,34063,25566,False
gaba,neuron7,28698,26169,18938,19068,35012,35142,30249,30379,19003,35077,30314,18991,35073,30340,False
gaba,neuron7,28698,24456470019,19345,19475,35760,35890,30323,30453,19410,35825,30388,19390,35832,30389,False
gaba,neuron7,28698,21576676213,16422,16552,34888,35018,27002,27132,16487,34953,27067,16461,34935,27077,False
gaba,neuron7,28698,27314808069,19429,19559,33301,33431,34072,34202,19494,33366,34137,19511,33383,34137,False
gaba,neuron7,28698,24039007555,19019,19149,35115,35245,30277,30407,19084,35180,30342,19088,35200,30322,False
gaba,neuron7,28698,19523,19648,19778,34805,34935,30682,30812,19713,34870,30747,19710,34871,30777,False
gaba,neuron7,28698,24600,17545,17675,34802,34932,26942,27072,17610,34867,27007,17575,34869,27021,False
gaba,neuron7,28698,23639188156,17992,18122,36236,36366,29792,29922,18057,36301,29857,18057,36320,29847,False
gaba,neuron7,28698,24856138336,18139,18269,34006,34136,31113,31243,18204,34071,31178,18181,34055,31202,False
gaba,neuron7,28698,156003,16422,16552,34888,35018,27002,27132,16487,34953,27067,16490,34927,27068,False
gaba,neuron7,28698,24049573719,18090,18220,36297,36427,30179,30309,18155,36362,30244,18179,36362,30219,False
gaba,neuron7,28698,24449396553,19717,19847,34796,34926,30625,30755,19782,34861,30690,19778,34853,30721,False
gaba,neuron7,28698,20171,19844,19974,35180,35310,30088,30218,19909,35245,30153,19896,35275,30169,False
gaba,neuron7,28698,14761,17830,17960,35770,35900,28515,28645,17895,35835,28580,17910,35844,28561,False
gaba,neuron7,28698,19856,17662,17792,33990,34120,25473,25603,17727,34055,25538,17707,34065,25549,False
gaba,neuron7,28698,12351,18466,18596,33424,33554,27532,27662,18531,33489,27597,18507,33458,27592,False
gaba,neuron7,28698,24049534708,17992,18122,36236,36366,29792,29922,18057,36301,29857,18035,36279,29829,False
gaba,neuron7,28698,20342205577,17662,17792,33990,34120,25473,25603,17727,34055,25538,17723,34051,25577,False
gaba,neuron7,28698,11520,17992,18122,36236,36366,29792,29922,18057,36301,29857,18075,36322,29847,False
gaba,neuron7,28698,21576720380,16422,16552,34888,35018,27002,27132,16487,34953,27067,16492,34948,27089,False
gaba,neuron7,28698,166479,17839,17969,35809,35939,28655,28785,17904,35874,28720,17876,35865,28716,False
gaba,neuron7,28698,12413,16380,16510,34925,35055,27016,27146,16445,34990,27081,16429,34984,27068,False
gaba,neuron7,28698,21580220095,16380,16510,34925,35055,27016,27146,16445,34990,27081,16441,34990,27115,False
gaba,neuron7,28698,24856138140,18139,18269,34006,34136,31113,31243,18204,34071,31178,18202,34085,31188,False
gaba,neuron7,28698,22814936394,17830,17960,35770,35900,28515,28645,17895,35835,28580,17892,35838,28561,False
gaba,neuron7,28698,24463465536,18012,18142,36371,36501,30250,30380,18077,36436,30315,18050,36445,30308,False
gaba,neuron7,28698,27311269771,19429,19559,33301,33431,34072,34202,19494,33366,34137,19498,33354,34120,False
gaba,neuron7,28698,24049540491,18090,18220,36297,36427,30179,30309,18155,36362,30244,18161,36346,30219,False
gaba,neuron7,28698,10895,17761,17891,34859,34989,30819,30949,17826,34924,30884,17851,34926,30877,False
gaba,neuron7,28698,15392,19370,19500,33967,34097,29728,29858,19435,34032,29793,19444,34031,29812,False
gaba,neuron7,28698,25962,19240,19370,34393,34523,29112,29242,19305,34458,29177,19309,34423,29174,False
gaba,neuron7,28698,26835,18480,18610,33509,33639,27577,27707,18545,33574,27642,18548,33584,27621,False
gaba,neuron7,28698,12351,18031,18161,36220,36350,29769,29899,18096,36285,29834,18113,36302,29802,False
gaba,neuron7,28698,10874,18139,18269,34006,34136,31113,31243,18204,34071,31178,18209,34089,31175,False
gaba,neuron7,28698,28597,18108,18238,34494,34624,27871,28001,18173,34559,27936,18172,34537,27922,False
gaba,neuron7,28698,23625157206,19370,19500,33967,34097,29728,29858,19435,34032,29793,19451,34027,29793,False
gaba,neuron7,28698,10881,18017,18147,34491,34621,27787,27917,18082,34556,27852,18068,34561,27837,False
gaba,neuron7,28698,24042620677,19842,19972,35143,35273,29979,30109,19907,35208,30044,19921,35196,30061,False
gaba,neuron7,28698,153186,17904,18034,36200,36330,29238,29368,17969,36265,29303,17968,36281,29295,False
gaba,neuron8,18923,10931,32233,32363,27982,28112,39879,40009,32298,28047,39944,32304,28061,39936,False
gaba,neuron8,18923,10433,31603,31733,24405,24535,37264,37394,31668,24470,37329,31658,24461,37319,False
gaba,neuron8,18923,10433,31106,31236,28321,28451,40773,40903,31171,28386,40838,31186,28376,40836,False
gaba,neuron8,18923,13665,31056,31186,27437,27567,41968,42098,31121,27502,42033,31106,27505,42048,False
gaba,neuron8,18923,22584,30758,30888,27185,27315,38704,38834,30823,27250,38769,30809,27239,38773,False
gaba,neuron8,18923,156144,25279,25409,20213,20343,39686,39816,25344,20278,39751,25335,20269,39735,False
gaba,neuron8,18923,11991,23089,23219,18543,18673,39746,39876,23154,18608,39811,23162,18605,39797,False
gaba,neuron8,18923,13665,30138,30268,22053,22183,37793,37923,30203,22118,37858,30212,22108,37869,False
gaba,neuron8,18923,10433,31052,31182,27217,27347,42027,42157,31117,27282,42092,31099,27311,42074,False
gaba,neuron8,18923,10433,29166,29296,19981,20111,37144,37274,29231,20046,37209,29247,20046,37213,False
gaba,neuron8,18923,14869,30956,31086,23928,24058,37503,37633,31021,23993,37568,31034,24003,37572,False
gaba,neuron8,18923,31312542788,23209,23339,18052,18182,39320,39450,23274,18117,39385,23283,18109,39400,False
gaba,neuron8,18923,13665,31191,31321,27068,27198,38715,38845,31256,27133,38780,31296,27149,38819,False
gaba,neuron8,18923,13665,31683,31813,28925,29055,41293,41423,31748,28990,41358,31767,28990,41351,False
gaba,neuron8,18923,10931,24345,24475,19205,19335,40413,40543,24410,19270,40478,24417,19263,40465,False
gaba,neuron8,18923,12011,31044,31174,22897,23027,37475,37605,31109,22962,37540,31120,22985,37515,False
gaba,neuron8,18923,10433,30907,31037,27381,27511,38885,39015,30972,27446,38950,30974,27453,38933,False
gaba,neuron8,18923,31783618624,31165,31295,27125,27255,39510,39640,31230,27190,39575,31232,27197,39560,False
gaba,neuron8,18923,15411,32282,32412,27913,28043,39810,39940,32347,27978,39875,32364,27962,39872,False
gaba,neuron8,18923,29717739890,31664,31794,24789,24919,37323,37453,31729,24854,37388,31721,24894,37394,False
gaba,neuron8,18923,13665,31781,31911,24446,24576,37562,37692,31846,24511,37627,31832,24521,37632,False
gaba,neuron8,18923,10931,31234,31364,25199,25329,37846,37976,31299,25264,37911,31309,25263,37922,False
gaba,neuron8,18923,16878,24479,24609,19240,19370,40463,40593,24544,19305,40528,24530,19324,40504,False
gaba,neuron8,18923,30131592205,31105,31235,25230,25360,37792,37922,31170,25295,37857,31164,25305,37889,False
gaba,neuron8,18923,33835391856,31045,31175,27257,27387,42020,42150,31110,27322,42085,31096,27317,42088,False
gaba,neuron8,18923,22584,26556,26686,19191,19321,39480,39610,26621,19256,39545,26594,19288,39529,False
gaba,neuron8,18923,10433,31781,31911,24446,24576,37562,37692,31846,24511,37627,31847,24525,37616,False
gaba,neuron8,18923,34245678036,30294,30424,26765,26895,42929,43059,30359,26830,42994,30347,26816,43021,False
gaba,neuron8,18923,28493707526,31055,31185,25613,25743,35422,35552,31120,25678,35487,31114,25691,35470,False
gaba,neuron8,18923,15208,25318,25448,20357,20487,39806,39936,25383,20422,39871,25393,20421,39885,False
gaba,neuron8,18923,33374964460,24049,24179,19807,19937,41740,41870,24114,19872,41805,24137,19887,41782,False
gaba,neuron8,18923,31726431957,23089,23219,18543,18673,39746,39876,23154,18608,39811,23173,18596,39806,False
gaba,neuron8,18923,10931,26190,26320,20688,20818,42515,42645,26255,20753,42580,26258,20746,42548,False
gaba,neuron8,18923,13799,31105,31235,25230,25360,37792,37922,31170,25295,37857,31135,25326,37863,False
gaba,neuron8,18923,34195636764,23510,23640,19922,20052,42945,43075,23575,19987,43010,23571,19993,43035,False
gaba,neuron8,18923,13665,31468,31598,24369,24499,37355,37485,31533,24434,37420,31535,24438,37434,False
gaba,neuron8,18923,31787160140,31068,31198,27182,27312,39707,39837,31133,27247,39772,31149,27248,39782,False
gaba,neuron8,18923,33838929303,31032,31162,27176,27306,42068,42198,31097,27241,42133,31079,27229,42117,False
gaba,neuron8,18923,13665,30147,30277,21932,22062,37844,37974,30212,21997,37909,30210,21980,37910,False
gaba,neuron8,18923,14309,31781,31911,24446,24576,37562,37692,31846,24511,37627,31847,24526,37632,False
gaba,neuron8,18923,11054,32286,32416,27885,28015,39833,39963,32351,27950,39898,32374,27972,39869,False
gaba,neuron8,18923,10433,29822,29952,21334,21464,37578,37708,29887,21399,37643,29876,21410,37639,False
gaba,neuron8,18923,27685,26122,26252,20822,20952,42547,42677,26187,20887,42612,26183,20886,42629,False
gaba,neuron8,18923,10931,31468,31598,24369,24499,37355,37485,31533,24434,37420,31546,24427,37429,False
gaba,neuron8,18923,16168,30758,30888,27185,27315,38704,38834,30823,27250,38769,30826,27221,38795,False
gaba,neuron8,18923,29714199919,31468,31598,24369,24499,37355,37485,31533,24434,37420,31536,24406,37429,False
gaba,neuron8,18923,10433,30956,31086,23928,24058,37503,37633,31021,23993,37568,31015,24011,37572,False
gaba,neuron8,18923,31787194921,31717,31847,27425,27555,39420,39550,31782,27490,39485,31785,27488,39499,False
gaba,neuron8,18923,10931,31056,31186,27437,27567,41968,42098,31121,27502,42033,31125,27507,42048,False
gaba,neuron8,18923,22584,24030,24160,19893,20023,41918,42048,24095,19958,41983,24087,19963,41995,False
gaba,neuron9,17379,31790819647,32317,32447,28080,28210,39991,40121,32382,28145,40056,32396,28147,40051,False
gaba,neuron9,17379,13665,28845,28975,19856,19986,37268,37398,28910,19921,37333,28893,19924,37331,False
gaba,neuron9,17379,14869,31515,31645,28880,29010,41224,41354,31580,28945,41289,31594,28938,41301,False
gaba,neuron9,17379,33028875484,31487,31617,28801,28931,41219,41349,31552,28866,41284,31549,28877,41248,False
gaba,neuron9,17379,30121060950,31799,31929,23871,24001,37857,37987,31864,23936,37922,31867,23933,37948,False
gaba,neuron9,17379,14309,31308,31438,26941,27071,38525,38655,31373,27006,38590,31373,27006,38567,False
gaba,neuron9,17379,31790819647,32315,32445,28025,28155,39910,40040,32380,28090,39975,32397,28087,39982,False
gaba,neuron9,17379,11054,31827,31957,24877,25007,37385,37515,31892,24942,37450,31913,24955,37450,False
gaba,neuron9,17379,23755,30995,31125,27230,27360,41727,41857,31060,27295,41792,31033,27280,41779,False
gaba,neuron9,17379,10433,31685,31815,24988,25118,37029,37159,31750,25053,37094,31763,25053,37086,False
gaba,neuron9,17379,29721316835,31831,31961,25600,25730,37215,37345,31896,25665,37280,31905,25647,37295,False
gaba,neuron9,17379,10433,31170,31300,25652,25782,37991,38121,31235,25717,38056,31219,25717,38062,False
gaba,neuron9,17379,171347,28401,28531,19526,19656,37942,38072,28466,19591,38007,28483,19601,38006,False
gaba,neuron9,17379,12927,26073,26203,20208,20338,41608,41738,26138,20273,41673,26153,20280,41673,False
gaba,neuron9,17379,22584,25821,25951,20069,20199,41538,41668,25886,20134,41603,25884,20134,41619,False
gaba,neuron9,17379,29682169342,28995,29125,19966,20096,37221,37351,29060,20031,37286,29069,20023,37298,False
gaba,neuron9,17379,33428577380,30995,31125,27230,27360,41727,41857,31060,27295,41792,31026,27292,41783,False
gaba,neuron9,17379,22584,30926,31056,27870,28000,39170,39300,30991,27935,39235,30977,27946,39230,False
gaba,neuron9,17379,13665,31640,31770,27451,27581,41888,42018,31705,27516,41953,31721,27516,41947,False
gaba,neuron9,17379,13665,31701,31831,24352,24482,37528,37658,31766,24417,37593,31782,24423,37599,False
gaba,neuron9,17379,13665,31565,31695,24314,24444,37461,37591,31630,24379,37526,31614,24379,37530,False
gaba,neuron9,17379,10931,30092,30222,26918,27048,37590,37720,30157,26983,37655,30179,26983,37662,False
gaba,neuron9,17379,10130,25360,25490,20353,20483,39824,39954,25425,20418,39889,25413,20401,39892,False
gaba,neuron9,17379,30120979775,30933,31063,23728,23858,37812,37942,30998,23793,37877,31015,23821,37887,False
gaba,neuron9,17379,10433,31653,31783,27058,27188,38968,39098,31718,27123,39033,31735,27117,39032,False
gaba,neuron9,17379,14309,31385,31515,27508,27638,38943,39073,31450,27573,39008,31435,27583,38985,False
gaba,neuron9,17379,13193,31565,31695,24314,24444,37461,37591,31630,24379,37526,31612,24361,37530,False
gaba,neuron9,17379,19309,26438,26568,21486,21616,44143,44273,26503,21551,44208,26507,21538,44224,False
gaba,neuron9,17379,10433,31137,31267,25700,25830,35463,35593,31202,25765,35528,31209,25752,35533,False
gaba,neuron9,17379,13665,25796,25926,19889,20019,41434,41564,25861,19954,41499,25837,19982,41507,False
gaba,neuron9,17379,15771,31500,31630,28734,28864,41409,41539,31565,28799,41474,31554,28837,41482,False
gaba,neuron9,17379,103576,25360,25490,20353,20483,39824,39954,25425,20418,39889,25413,20431,39928,False
gaba,neuron9,17379,33425046236,31031,31161,27167,27297,41960,42090,31096,27232,42025,31060,27192,42034,False
gaba,neuron9,17379,13665,31194,31324,23040,23170,37822,37952,31259,23105,37887,31244,23120,37882,False
gaba,neuron9,17379,35437545386,26438,26568,21486,21616,44143,44273,26503,21551,44208,26489,21547,44241,False
gaba,neuron9,17379,10931,31504,31634,24301,24431,37401,37531,31569,24366,37466,31562,24377,37457,False
gaba,neuron9,17379,17127,32051,32181,28752,28882,39768,39898,32116,28817,39833,32110,28808,39811,False
gaba,neuron9,17379,32611404607,31042,31172,27900,28030,40725,40855,31107,27965,40790,31129,27957,40775,False
gaba,neuron9,17379,10433,31690,31820,23788,23918,37821,37951,31755,23853,37886,31737,23861,37888,False
gaba,neuron9,17379,14869,31565,31695,24314,24444,37461,37591,31630,24379,37526,31625,24370,37539,False
gaba,neuron9,17379,10433,26734,26864,20009,20139,40077,40207,26799,20074,40142,26806,20083,40127,False
gaba,neuron9,17379,10433,31822,31952,25152,25282,37364,37494,31887,25217,37429,31885,25211,37441,False
gaba,neuron9,17379,10130,25834,25964,19133,19263,40631,40761,25899,19198,40696,25894,19202,40679,False
gaba,neuron9,17379,29721317535,31831,31961,25600,25730,37215,37345,31896,25665,37280,31896,25663,37313,False
gaba,neuron9,17379,10931,31021,31151,27219,27349,42006,42136,31086,27284,42071,31096,27294,42080,False
gaba,neuron9,17379,13193,31504,31634,24301,24431,37401,37531,31569,24366,37466,31563,24381,37470,False
gaba,neuron9,17379,14869,31831,31961,25600,25730,37215,37345,31896,25665,37280,31910,25656,37279,False
gaba,neuron9,17379,30142165188,30331,30461,27223,27353,37862,37992,30396,27288,37927,30374,27293,37913,False
gaba,neuron9,17379,33425045733,31064,31194,27153,27283,41902,42032,31129,27218,41967,31135,27230,41975,False
gaba,neuron9,17379,33838929547,31012,31142,27246,27376,42011,42141,31077,27311,42076,31051,27306,42114,False
gaba,neuron10,25610,10870,31735,31865,25445,25575,16848,16978,31800,25510,16913,31807,25498,16922,False
gaba,neuron10,25610,12083,31496,31626,24530,24660,16307,16437,31561,24595,16372,31566,24605,16392,False
gaba,neuron10,25610,11132,31939,32069,24145,24275,14055,14185,32004,24210,14120,32012,24188,14127,False
gaba,neuron10,25610,11277,27613,27743,25748,25878,17586,17716,27678,25813,17651,27676,25829,17656,False
gaba,neuron10,25610,11122,31939,32069,24145,24275,14055,14185,32004,24210,14120,31993,24198,14127,False
gaba,neuron10,25610,11122,32244,32374,23458,23588,19298,19428,32309,23523,19363,32324,23544,19369,False
gaba,neuron10,25610,11122,31706,31836,23946,24076,18598,18728,31771,24011,18663,31788,24007,18661,False
gaba,neuron10,25610,12474,31552,31682,24037,24167,17998,18128,31617,24102,18063,31602,24098,18069,False
gaba,neuron10,25610,13713865442,31009,31139,25072,25202,17084,17214,31074,25137,17149,31076,25176,17169,False
gaba,neuron10,25610,10870,31264,31394,25329,25459,15597,15727,31329,25394,15662,31319,25391,15678,False
gaba,neuron10,25610,13740,32122,32252,23540,23670,20350,20480,32187,23605,20415,32203,23613,20418,False
gaba,neuron10,25610,18194,31632,31762,25961,26091,14264,14394,31697,26026,14329,31714,26031,14325,False
gaba,neuron10,25610,17876,31222,31352,25349,25479,15485,15615,31287,25414,15550,31273,25438,15546,False
gaba,neuron10,25610,48872,31514,31644,25353,25483,15222,15352,31579,25418,15287,31574,25406,15253,False
gaba,neuron10,25610,10870,30190,30320,24715,24845,17365,17495,30255,24780,17430,30274,24795,17459,False
gaba,neuron10,25610,10870,32249,32379,23514,23644,19286,19416,32314,23579,19351,32320,23578,19377,False
gaba,neuron10,25610,11277,31522,31652,24488,24618,16211,16341,31587,24553,16276,31623,24556,16266,False
gaba,neuron10,25610,11122,31663,31793,25564,25694,16866,16996,31728,25629,16931,31734,25625,16949,False
gaba,neuron10,25610,10968,31632,31762,25961,26091,14264,14394,31697,26026,14329,31686,26044,14325,False
gaba,neuron10,25610,10968,31495,31625,25479,25609,15256,15386,31560,25544,15321,31565,25569,15316,False
gaba,neuron10,25610,9199928597,30267,30397,25103,25233,11618,11748,30332,25168,11683,30322,25184,11709,False
gaba,neuron10,25610,16788,31209,31339,24432,24562,16267,16397,31274,24497,16332,31248,24505,16333,False
gaba,neuron10,25610,10968,31981,32111,24199,24329,14021,14151,32046,24264,14086,32036,24270,14070,False
gaba,neuron10,25610,11122,31959,32089,23862,23992,18835,18965,32024,23927,18900,32016,23941,18890,False
gaba,neuron10,25610,13170,31282,31412,24827,24957,13130,13260,31347,24892,13195,31366,24908,13180,False
gaba,neuron10,25610,12486338127,31189,31319,25221,25351,15520,15650,31254,25286,15585,31266,25280,15571,False
gaba,neuron10,25610,17739,31742,31872,24945,25075,17445,17575,31807,25010,17510,31820,25019,17505,False
gaba,neuron10,25610,16228,31496,31626,24530,24660,16307,16437,31561,24595,16372,31559,24585,16385,False
gaba,neuron10,25610,16568703793,31675,31805,22757,22887,21086,21216,31740,22822,21151,31720,22802,21143,False
gaba,neuron10,25610,10586,31171,31301,25208,25338,15544,15674,31236,25273,15609,31274,25270,15596,False
gaba,neuron10,25610,14937936796,32043,32173,23801,23931,18905,19035,32108,23866,18970,32119,23881,18955,False
gaba,neuron10,25610,10848460026,31632,31762,25961,26091,14264,14394,31697,26026,14329,31711,26010,14298,False
gaba,neuron10,25610,10431029955,31253,31383,24762,24892,13080,13210,31318,24827,13145,31302,24809,13131,False
gaba,neuron10,25610,12474,31619,31749,24919,25049,17443,17573,31684,24984,17508,31674,24966,17505,False
gaba,neuron10,25610,13713788789,30188,30318,24739,24869,17275,17405,30253,24804,17340,30261,24838,17317,False
gaba,neuron10,25610,15344750909,32244,32374,23458,23588,19298,19428,32309,23523,19363,32323,23522,19355,False
gaba,neuron10,25610,16788,31939,32069,24145,24275,14055,14185,32004,24210,14120,32006,24193,14110,False
gaba,neuron10,25610,12874,31294,31424,25320,25450,15615,15745,31359,25385,15680,31355,25389,15700,False
gaba,neuron10,25610,11122,30969,31099,24993,25123,17114,17244,31034,25058,17179,31020,25045,17179,False
gaba,neuron10,25610,14937893372,31706,31836,23946,24076,18598,18728,31771,24011,18663,31791,24006,18684,False
gaba,neuron10,25610,11248279534,32067,32197,24294,24424,14146,14276,32132,24359,14211,32122,24380,14208,False
gaba,neuron10,25610,25661,28033,28163,25045,25175,16404,16534,28098,25110,16469,28068,25109,16483,False
gaba,neuron10,25610,10968,31735,31865,25445,25575,16848,16978,31800,25510,16913,31790,25497,16922,False
gaba,neuron10,25610,14937932226,31959,32089,23862,23992,18835,18965,32024,23927,18900,32061,23927,18910,False
gaba,neuron10,25610,15793,31263,31393,24553,24683,16256,16386,31328,24618,16321,31328,24644,16333,False
gaba,neuron10,25610,10586,30979,31109,26226,26356,14023,14153,31044,26291,14088,31036,26299,14102,False
gaba,neuron10,25610,13740,31632,31762,25961,26091,14264,14394,31697,26026,14329,31701,26041,14325,False
gaba,neuron10,25610,10431069627,31282,31412,24827,24957,13130,13260,31347,24892,13195,31344,24896,13171,False
gaba,neuron10,25610,14527538546,31552,31682,24037,24167,17998,18128,31617,24102,18063,31604,24121,18085,False
gaba,neuron10,25610,14937935304,31963,32093,23764,23894,18818,18948,32028,23829,18883,32026,23819,18862,False
gaba,neuron11,25661,12083,32361,32491,23606,23736,19467,19597,32426,23671,19532,32417,23671,19550,False
gaba,neuron11,25661,18121,32990,33120,22969,23099,13896,14026,33055,23034,13961,33047,23055,13940,False
gaba,neuron11,25661,11644405762,31169,31299,22549,22679,14654,14784,31234,22614,14719,31245,22644,14719,False
gaba,neuron11,25661,13829,31422,31552,24830,24960,13117,13247,31487,24895,13182,31513,24922,13183,False
gaba,neuron11,25661,10883,30902,31032,25181,25311,17057,17187,30967,25246,17122,30961,25268,17115,False
gaba,neuron11,25661,13300011243,31346,31476,24482,24612,16493,16623,31411,24547,16558,31407,24531,16559,False
gaba,neuron11,25661,11251741231,31106,31236,24603,24733,14385,14515,31171,24668,14450,31199,24683,14449,False
gaba,neuron11,25661,11122,31106,31236,24603,24733,14385,14515,31171,24668,14450,31186,24673,14449,False
gaba,neuron11,25661,15504,31058,31188,24639,24769,14482,14612,31123,24704,14547,31133,24693,14564,False
gaba,neuron11,25661,11644405473,31169,31299,22549,22679,14654,14784,31234,22614,14719,31257,22614,14710,False
gaba,neuron11,25661,26694,31530,31660,24086,24216,18218,18348,31595,24151,18283,31584,24134,18295,False
gaba,neuron11,25661,11122,31736,31866,24551,24681,13706,13836,31801,24616,13771,31809,24626,13784,False
gaba,neuron11,25661,15550,31130,31260,25394,25524,14936,15066,31195,25459,15001,31234,25449,14991,False
