neurotransmitter,neuron_class,bodyId_pre,bodyId_post,bbox_xmin,bbox_xmax,bbox_ymin,bbox_ymax,bbox_zmin,bbox_zmax,x_pre,y_pre,z_pre,x_post,y_post,z_post,any_out_of_range
glutamate,neuron6,13611,15778,17723,17853,25055,25185,31768,31898,17788,25120,31833,17813,25120,31826,False
glutamate,neuron6,13611,27285841352,10745,10875,29905,30035,34400,34530,10810,29970,34465,10823,29966,34442,False
glutamate,neuron6,13611,17114,16667,16797,24970,25100,30980,31110,16732,25035,31045,16726,25036,31026,False
glutamate,neuron6,13611,24765,11815,11945,31905,32035,33868,33998,11880,31970,33933,11864,31983,33918,False
glutamate,neuron6,13611,28920216661,11255,11385,28229,28359,35971,36101,11320,28294,36036,11322,28305,36009,False
glutamate,neuron6,13611,12160,17454,17584,26328,26458,30354,30484,17519,26393,30419,17542,26388,30435,False
glutamate,neuron6,13611,16971,11476,11606,26643,26773,34859,34989,11541,26708,34924,11560,26705,34916,False
glutamate,neuron6,13611,220720,13183,13313,33241,33371,37939,38069,13248,33306,38004,13235,33318,37993,False
glutamate,neuron6,13611,11103,14657,14787,26415,26545,36662,36792,14722,26480,36727,14700,26498,36708,False
glutamate,neuron6,13611,17114,17487,17617,26401,26531,30282,30412,17552,26466,30347,17543,26481,30376,False
glutamate,neuron6,13611,10652,12629,12759,26217,26347,34933,35063,12694,26282,34998,12688,26311,35019,False
glutamate,neuron6,13611,30565370477,14020,14150,29064,29194,38067,38197,14085,29129,38132,14055,29141,38124,False
glutamate,neuron6,13611,10176,11403,11533,26562,26692,34873,35003,11468,26627,34938,11454,26622,34915,False
glutamate,neuron6,13611,28492332871,13406,13536,25993,26123,35503,35633,13471,26058,35568,13478,26053,35539,False
glutamate,neuron6,13611,16977,11344,11474,27080,27210,35761,35891,11409,27145,35826,11388,27126,35840,False
glutamate,neuron6,13611,24792338540,16652,16782,24859,24989,30757,30887,16717,24924,30822,16716,24937,30804,False
glutamate,neuron6,13611,29366264311,15010,15140,33491,33621,36776,36906,15075,33556,36841,15094,33572,36845,False
glutamate,neuron6,13611,18585,14023,14153,33606,33736,34099,34229,14088,33671,34164,14079,33682,34177,False
glutamate,neuron6,13611,26486707375,15010,15140,32305,32435,33300,33430,15075,32370,33365,15081,32370,33348,False
glutamate,neuron6,13611,24389103543,17188,17318,25676,25806,30670,30800,17253,25741,30735,17228,25753,30735,False
glutamate,neuron6,13611,14942,13468,13598,23976,24106,33713,33843,13533,24041,33778,13541,24065,33813,False
glutamate,neuron6,13611,12160,13415,13545,24836,24966,36484,36614,13480,24901,36549,13496,24898,36543,False
glutamate,neuron6,13611,29362644056,14155,14285,33303,33433,36412,36542,14220,33368,36477,14186,33376,36437,False
glutamate,neuron6,13611,29313161530,14430,14560,25650,25780,36637,36767,14495,25715,36702,14498,25719,36672,False
glutamate,neuron6,13611,16977,15158,15288,24137,24267,33669,33799,15223,24202,33734,15193,24169,33740,False
glutamate,neuron6,13611,14588,17175,17305,25757,25887,30398,30528,17240,25822,30463,17225,25812,30473,False
glutamate,neuron6,13611,21207,14558,14688,32620,32750,33568,33698,14623,32685,33633,14623,32678,33609,False
glutamate,neuron6,13611,166434,16885,17015,24695,24825,31744,31874,16950,24760,31809,16946,24792,31837,False
glutamate,neuron6,13611,11067,14198,14328,25079,25209,35066,35196,14263,25144,35131,14251,25131,35125,False
glutamate,neuron6,13611,10478,14314,14444,33167,33297,32593,32723,14379,33232,32658,14398,33232,32634,False
glutamate,neuron6,13611,11891,13183,13313,33241,33371,37939,38069,13248,33306,38004,13232,33314,38007,False
glutamate,neuron6,13611,19265,16924,17054,25728,25858,30864,30994,16989,25793,30929,16996,25768,30925,False
glutamate,neuron6,13611,12160,14657,14787,26415,26545,36662,36792,14722,26480,36727,14694,26476,36725,False
glutamate,neuron6,13611,26500700721,12895,13025,34654,34784,33272,33402,12960,34719,33337,12939,34721,33334,False
glutamate,neuron6,13611,24831258665,16631,16761,30496,30626,31553,31683,16696,30561,31618,16721,30572,31614,False
glutamate,neuron6,13611,12160,14652,14782,34605,34735,36225,36355,14717,34670,36290,14721,34640,36300,False
glutamate,neuron6,13611,26420,10628,10758,30026,30156,34395,34525,10693,30091,34460,10669,30056,34444,False
glutamate,neuron6,13611,10652,11255,11385,28229,28359,35971,36101,11320,28294,36036,11329,28309,36034,False
glutamate,neuron6,13611,27247155503,13525,13655,23974,24104,33800,33930,13590,24039,33865,13583,24007,33881,False
glutamate,neuron6,13611,27731804800,13627,13757,34739,34869,34736,34866,13692,34804,34801,13690,34828,34788,False
glutamate,neuron6,13611,12160,11815,11945,31905,32035,33868,33998,11880,31970,33933,11888,32002,33940,False
glutamate,neuron6,13611,14432,17381,17511,26200,26330,30411,30541,17446,26265,30476,17457,26280,30462,False
glutamate,neuron6,13611,24392640310,17126,17256,26407,26537,30670,30800,17191,26472,30735,17231,26487,30736,False
glutamate,neuron6,13611,26896823894,11939,12069,32644,32774,33549,33679,12004,32709,33614,12024,32704,33623,False
glutamate,neuron6,13611,28085396273,11476,11606,26643,26773,34859,34989,11541,26708,34924,11551,26701,34951,False
glutamate,neuron6,13611,24792338653,16652,16782,24859,24989,30757,30887,16717,24924,30822,16697,24933,30804,False
glutamate,neuron6,13611,21460,17379,17509,26218,26348,30340,30470,17444,26283,30405,17424,26298,30403,False
glutamate,neuron6,13611,29316698686,14657,14787,26415,26545,36662,36792,14722,26480,36727,14756,26480,36717,False
glutamate,neuron6,13611,26897022024,14830,14960,32403,32533,33580,33710,14895,32468,33645,14912,32464,33645,False
glutamate,neuron6,13611,25199165106,16807,16937,24569,24699,31751,31881,16872,24634,31816,16848,24620,31794,False
glutamate,neuron7,17623,40429053847,26999,27129,31111,31241,50331,50461,27064,31176,50396,27045,31168,50387,False
glutamate,neuron7,17623,12311,25656,25786,31864,31994,50434,50564,25721,31929,50499,25704,31965,50482,False
glutamate,neuron7,17623,32236353687,30282,30412,33533,33663,40427,40557,30347,33598,40492,30327,33588,40493,False
glutamate,neuron7,17623,11570,28189,28319,34062,34192,37457,37587,28254,34127,37522,28215,34134,37520,False
glutamate,neuron7,17623,29759840991,27109,27239,31222,31352,37380,37510,27174,31287,37445,27184,31306,37428,False
glutamate,neuron7,17623,10540,27846,27976,31687,31817,38341,38471,27911,31752,38406,27914,31723,38388,False
glutamate,neuron7,17623,32239886758,30762,30892,33372,33502,40635,40765,30827,33437,40700,30828,33419,40684,False
glutamate,neuron7,17623,39222758835,27013,27143,34595,34725,49159,49289,27078,34660,49224,27118,34639,49226,False
glutamate,neuron7,17623,33463797847,28049,28179,31550,31680,43008,43138,28114,31615,43073,28097,31611,43057,False
glutamate,neuron7,17623,29770488614,27184,27314,32402,32532,37251,37381,27249,32467,37316,27265,32474,37330,False
glutamate,neuron7,17623,35490613502,26243,26373,29146,29276,44494,44624,26308,29211,44559,26327,29219,44548,False
glutamate,neuron7,17623,31811725260,28350,28480,30931,31061,39843,39973,28415,30996,39908,28378,30997,39893,False
glutamate,neuron7,17623,33460177616,27912,28042,31799,31929,41606,41736,27977,31864,41671,27972,31880,41631,False
glutamate,neuron7,17623,12528,28189,28319,34062,34192,37457,37587,28254,34127,37522,28233,34146,37531,False
glutamate,neuron7,17623,12311,25229,25359,29336,29466,49409,49539,25294,29401,49474,25305,29384,49474,False
glutamate,neuron7,17623,33049821490,27924,28054,32179,32309,40961,41091,27989,32244,41026,27973,32212,41019,False
glutamate,neuron7,17623,10335,27865,27995,32020,32150,40837,40967,27930,32085,40902,27915,32081,40905,False
glutamate,neuron7,17623,33456643434,27912,28042,31799,31929,41606,41736,27977,31864,41671,27973,31850,41664,False
glutamate,neuron7,17623,38395088660,28389,28519,33486,33616,47859,47989,28454,33551,47924,28443,33568,47944,False
glutamate,neuron7,17623,32239928638,30317,30447,33555,33685,40406,40536,30382,33620,40471,30381,33641,40448,False
glutamate,neuron7,17623,12001,30828,30958,33385,33515,40646,40776,30893,33450,40711,30869,33432,40718,False
glutamate,neuron7,17623,21351,27685,27815,31588,31718,41648,41778,27750,31653,41713,27741,31670,41705,False
glutamate,neuron7,17623,11168,27236,27366,30802,30932,49898,50028,27301,30867,49963,27307,30884,49963,False
glutamate,neuron7,17623,16940,25109,25239,30712,30842,48302,48432,25174,30777,48367,25163,30783,48333,False
glutamate,neuron7,17623,10950,27838,27968,32681,32811,51255,51385,27903,32746,51320,27891,32746,51333,False
glutamate,neuron7,17623,39615266627,24729,24859,31776,31906,49463,49593,24794,31841,49528,24769,31839,49515,False
glutamate,neuron7,17623,40857060121,26354,26484,33548,33678,51113,51243,26419,33613,51178,26402,33627,51187,False
glutamate,neuron7,17623,40429054412,26963,27093,31146,31276,50372,50502,27028,31211,50437,27036,31216,50415,False
glutamate,neuron7,17623,31822299349,27808,27938,32396,32526,39631,39761,27873,32461,39696,27887,32448,39698,False
glutamate,neuron7,17623,16490,27902,28032,32001,32131,40859,40989,27967,32066,40924,27952,32070,40895,False
glutamate,neuron7,17623,19233,27902,28032,32001,32131,40859,40989,27967,32066,40924,27967,32060,40942,False
glutamate,neuron7,17623,13539,27808,27938,32396,32526,39631,39761,27873,32461,39696,27892,32461,39704,False
glutamate,neuron7,17623,40429053847,26963,27093,31146,31276,50372,50502,27028,31211,50437,27035,31229,50441,False
glutamate,neuron7,17623,38783983241,25245,25375,30715,30845,48362,48492,25310,30780,48427,25316,30786,48463,False
glutamate,neuron7,17623,38362975237,25059,25189,29144,29274,47981,48111,25124,29209,48046,25122,29191,48040,False
glutamate,neuron7,17623,31829452845,28676,28806,33521,33651,39624,39754,28741,33586,39689,28764,33603,39666,False
glutamate,neuron7,17623,38362978538,25105,25235,29181,29311,48010,48140,25170,29246,48075,25195,29254,48080,False
glutamate,neuron7,17623,12001,28714,28844,33443,33573,39598,39728,28779,33508,39663,28781,33485,39666,False
glutamate,neuron7,17623,29759841660,27109,27239,31222,31352,37380,37510,27174,31287,37445,27147,31269,37446,False
glutamate,neuron7,17623,11483,26082,26212,31338,31468,49404,49534,26147,31403,49469,26147,31393,49500,False
glutamate,neuron7,17623,14630,28731,28861,33491,33621,39481,39611,28796,33556,39546,28806,33569,39552,False
glutamate,neuron7,17623,38395086178,28389,28519,33486,33616,47859,47989,28454,33551,47924,28461,33564,47910,False
glutamate,neuron7,17623,12252,27838,27968,32681,32811,51255,51385,27903,32746,51320,27882,32740,51308,False
glutamate,neuron7,17623,10166,29328,29458,34285,34415,39889,40019,29393,34350,39954,29413,34350,39932,False
glutamate,neuron7,17623,34263090911,26274,26404,29269,29399,42990,43120,26339,29334,43055,26345,29318,43058,False
glutamate,neuron7,17623,30173762441,27404,27534,31608,31738,37369,37499,27469,31673,37434,27470,31673,37456,False
glutamate,neuron7,17623,39183802162,26560,26690,29257,29387,49053,49183,26625,29322,49118,26641,29309,49095,False
glutamate,neuron7,17623,10404,28133,28263,34930,35060,37508,37638,28198,34995,37573,28178,34993,37578,False
glutamate,neuron7,17623,38363015811,25125,25255,29277,29407,48071,48201,25190,29342,48136,25194,29355,48147,False
glutamate,neuron7,17623,31818719103,27606,27736,31781,31911,39535,39665,27671,31846,39600,27688,31859,39617,False
glutamate,neuron8,19626,22306119682,25292,25422,21196,21326,27883,28013,25357,21261,27948,25363,21257,27927,False
glutamate,neuron8,19626,19451603140,28944,29074,23975,24105,24596,24726,29009,24040,24661,29009,24022,24634,False
glutamate,neuron8,19626,17403244140,27350,27480,24397,24527,21717,21847,27415,24462,21782,27420,24472,21753,False
glutamate,neuron8,19626,18700,26002,26132,25068,25198,36891,37021,26067,25133,36956,26052,25124,36956,False
glutamate,neuron8,19626,18700,26629,26759,21074,21204,28407,28537,26694,21139,28472,26709,21154,28481,False
glutamate,neuron8,19626,19854958480,30084,30214,22588,22718,24966,25096,30149,22653,25031,30174,22660,25035,False
glutamate,neuron8,19626,22737861062,27219,27349,24543,24673,28615,28745,27284,24608,28680,27286,24595,28694,False
glutamate,neuron8,19626,32611013447,26088,26218,27902,28032,40727,40857,26153,27967,40792,26167,27981,40807,False
glutamate,neuron8,19626,19451519882,27962,28092,24091,24221,24313,24443,28027,24156,24378,28038,24148,24342,False
glutamate,neuron8,19626,19044740631,28428,28558,24440,24570,23888,24018,28493,24505,23953,28504,24481,23981,False
glutamate,neuron8,19626,22306120573,25310,25440,21235,21365,27935,28065,25375,21300,28000,25387,21285,27998,False
glutamate,neuron8,19626,10257,25901,26031,20417,20547,26019,26149,25966,20482,26084,25982,20514,26104,False
glutamate,neuron8,19626,29321060313,25401,25531,26958,27088,36575,36705,25466,27023,36640,25478,27006,36630,False
glutamate,neuron8,19626,15995,25701,25831,20654,20784,26663,26793,25766,20719,26728,25757,20727,26745,False
glutamate,neuron8,19626,13295,24004,24134,27658,27788,37558,37688,24069,27723,37623,24063,27733,37607,False
glutamate,neuron8,19626,21906459418,26374,26504,22722,22852,27708,27838,26439,22787,27773,26428,22770,27753,False
glutamate,neuron8,19626,22306120573,25292,25422,21196,21326,27883,28013,25357,21261,27948,25387,21275,27979,False
glutamate,neuron8,19626,22306117682,25273,25403,21338,21468,27866,27996,25338,21403,27931,25341,21429,27918,False
glutamate,neuron8,19626,10761,25785,25915,19818,19948,25923,26053,25850,19883,25988,25844,19896,26013,False
glutamate,neuron8,19626,14002,25549,25679,19756,19886,25899,26029,25614,19821,25964,25626,19812,25961,False
glutamate,neuron8,19626,23537181109,25371,25501,21535,21665,29461,29591,25436,21600,29526,25420,21587,29526,False
glutamate,neuron8,19626,20672131116,30122,30252,22273,22403,25935,26065,30187,22338,26000,30210,22337,25995,False
glutamate,neuron8,19626,12464,28266,28396,28431,28561,39183,39313,28331,28496,39248,28320,28512,39256,False
glutamate,neuron8,19626,14068,25549,25679,19756,19886,25899,26029,25614,19821,25964,25614,19820,26000,False
glutamate,neuron8,19626,19854957831,30028,30158,22650,22780,24900,25030,30093,22715,24965,30099,22732,24963,False
glutamate,neuron8,19626,29717266345,25233,25363,24818,24948,37221,37351,25298,24883,37286,25284,24895,37283,False
glutamate,neuron8,19626,21763,30221,30351,22568,22698,25118,25248,30286,22633,25183,30326,22654,25147,False
glutamate,neuron8,19626,14002,27219,27349,24543,24673,28615,28745,27284,24608,28680,27295,24611,28710,False
glutamate,neuron8,19626,32611013064,26088,26218,27902,28032,40727,40857,26153,27967,40792,26145,27942,40807,False
glutamate,neuron8,19626,32611012195,26088,26218,27902,28032,40727,40857,26153,27967,40792,26115,27958,40783,False
glutamate,neuron8,19626,10948,25292,25422,21196,21326,27883,28013,25357,21261,27948,25360,21236,27927,False
glutamate,neuron8,19626,18220419024,27625,27755,23795,23925,22891,23021,27690,23860,22956,27698,23875,22969,False
glutamate,neuron8,19626,20661320653,27448,27578,20678,20808,25863,25993,27513,20743,25928,27500,20759,25905,False
glutamate,neuron8,19626,13691,25475,25605,21733,21863,31178,31308,25540,21798,31243,25526,21798,31230,False
glutamate,neuron8,19626,11701,26020,26150,24136,24266,31054,31184,26085,24201,31119,26102,24220,31113,False
glutamate,neuron8,19626,17396093186,26616,26746,24029,24159,22070,22200,26681,24094,22135,26664,24121,22123,False
glutamate,neuron8,19626,12402,24873,25003,27318,27448,37896,38026,24938,27383,37961,24943,27398,37971,False
glutamate,neuron8,19626,23540684836,25300,25430,21564,21694,29389,29519,25365,21629,29454,25353,21616,29460,False
glutamate,neuron8,19626,24839,26616,26746,24029,24159,22070,22200,26681,24094,22135,26667,24067,22107,False
glutamate,neuron8,19626,23954571792,24849,24979,22220,22350,29834,29964,24914,22285,29899,24923,22300,29910,False
glutamate,neuron8,19626,153583,27117,27247,23445,23575,21862,21992,27182,23510,21927,27196,23496,21924,False
glutamate,neuron8,19626,12821,24950,25080,27238,27368,37884,38014,25015,27303,37949,25033,27326,37940,False
glutamate,neuron8,19626,24368431590,24505,24635,22634,22764,30707,30837,24570,22699,30772,24540,22718,30748,False
glutamate,neuron8,19626,10801,27596,27726,23816,23946,23009,23139,27661,23881,23074,27653,23915,23083,False
glutamate,neuron8,19626,13295,26132,26262,27890,28020,40764,40894,26197,27955,40829,26182,27966,40835,False
glutamate,neuron8,19626,16895,29604,29734,23595,23725,24553,24683,29669,23660,24618,29690,23638,24599,False
glutamate,neuron8,19626,13208,27448,27578,20678,20808,25863,25993,27513,20743,25928,27508,20733,25905,False
glutamate,neuron8,19626,10367,25701,25831,20654,20784,26663,26793,25766,20719,26728,25741,20703,26724,False
glutamate,neuron8,19626,23126864877,25721,25851,21764,21894,28743,28873,25786,21829,28808,25820,21837,28831,False
glutamate,neuron8,19626,20265310783,30154,30284,22704,22834,25187,25317,30219,22769,25252,30230,22785,25262,False
glutamate,neuron9,29383,28985348264,30132,30262,37724,37854,36107,36237,30197,37789,36172,30199,37826,36147,False
glutamate,neuron9,29383,31026430652,28996,29126,36042,36172,38773,38903,29061,36107,38838,29058,36131,38848,False
glutamate,neuron9,29383,31022972318,30113,30243,35420,35550,38537,38667,30178,35485,38602,30161,35501,38583,False
glutamate,neuron9,29383,30209298786,29433,29563,36570,36700,37568,37698,29498,36635,37633,29488,36616,37626,False
glutamate,neuron9,29383,10580,30336,30466,36962,37092,31885,32015,30401,37027,31950,30379,37010,31930,False
glutamate,neuron9,29383,10655,29451,29581,36696,36826,37511,37641,29516,36761,37576,29508,36769,37555,False
glutamate,neuron9,29383,11288,28552,28682,36765,36895,38404,38534,28617,36830,38469,28619,36849,38484,False
glutamate,neuron9,29383,14338,29451,29581,36696,36826,37511,37641,29516,36761,37576,29550,36763,37587,False
glutamate,neuron9,29383,30216296624,28496,28626,37619,37749,37835,37965,28561,37684,37900,28561,37673,37938,False
glutamate,neuron9,29383,10984,30113,30243,35420,35550,38537,38667,30178,35485,38602,30200,35507,38599,False
glutamate,neuron9,29383,30209181764,27804,27934,36778,36908,37700,37830,27869,36843,37765,27860,36835,37753,False
glutamate,neuron9,29383,31422753629,30510,30640,34204,34334,39161,39291,30575,34269,39226,30557,34252,39242,False
glutamate,neuron9,29383,30612575659,30113,30243,35420,35550,38537,38667,30178,35485,38602,30153,35479,38611,False
glutamate,neuron9,29383,13791,28497,28627,37656,37786,37772,37902,28562,37721,37837,28564,37706,37797,False
glutamate,neuron9,29383,10984,28891,29021,36357,36487,38652,38782,28956,36422,38717,28996,36406,38737,False
glutamate,neuron9,29383,31422753699,30601,30731,34270,34400,39130,39260,30666,34335,39195,30667,34373,39201,False
glutamate,neuron9,29383,22132,27899,28029,33929,34059,32237,32367,27964,33994,32302,27969,34017,32297,False
glutamate,neuron9,29383,31433332538,29925,30055,35368,35498,39383,39513,29990,35433,39448,29978,35450,39426,False
glutamate,neuron9,29383,10930,28996,29126,36042,36172,38773,38903,29061,36107,38838,29041,36097,38833,False
glutamate,neuron9,29383,26526642703,28589,28719,38311,38441,33150,33280,28654,38376,33215,28640,38382,33230,False
glutamate,neuron9,29383,31019437674,30158,30288,35258,35388,38639,38769,30223,35323,38704,30224,35300,38732,False
glutamate,neuron9,29383,30609087861,30158,30288,35258,35388,38639,38769,30223,35323,38704,30183,35298,38700,False
glutamate,neuron9,29383,30216338148,29059,29189,37727,37857,37947,38077,29124,37792,38012,29130,37785,38036,False
glutamate,neuron9,29383,25401,28589,28719,36793,36923,38380,38510,28654,36858,38445,28646,36882,38451,False
glutamate,neuron9,29383,26119749212,27467,27597,38960,39090,32827,32957,27532,39025,32892,27503,39043,32876,False
glutamate,neuron9,29383,23172,27950,28080,37158,37288,37830,37960,28015,37223,37895,28001,37209,37878,False
glutamate,neuron9,29383,27729407013,28457,28587,34217,34347,34688,34818,28522,34282,34753,28515,34275,34771,False
glutamate,neuron9,29383,11034,27879,28009,36867,36997,37773,37903,27944,36932,37838,27941,36947,37846,False
glutamate,neuron9,29383,29395622115,29249,29379,37700,37830,36474,36604,29314,37765,36539,29298,37748,36502,False
glutamate,neuron9,29383,30184457193,28697,28827,33133,33263,37581,37711,28762,33198,37646,28750,33211,37671,False
glutamate,neuron9,29383,29795448997,29664,29794,36448,36578,37370,37500,29729,36513,37435,29704,36506,37429,False
glutamate,neuron9,29383,12663,29005,29135,32429,32559,37725,37855,29070,32494,37790,29046,32512,37788,False
glutamate,neuron9,29383,10984,29564,29694,35756,35886,39199,39329,29629,35821,39264,29607,35815,39245,False
glutamate,neuron9,29383,11083,29304,29434,36487,36617,37599,37729,29369,36552,37664,29369,36532,37655,False
glutamate,neuron9,29383,14063,27950,28080,37158,37288,37830,37960,28015,37223,37895,28004,37237,37890,False
glutamate,neuron9,29383,27729406567,28457,28587,34217,34347,34688,34818,28522,34282,34753,28491,34280,34771,False
glutamate,neuron9,29383,31429793764,29855,29985,35355,35485,39323,39453,29920,35420,39388,29881,35404,39376,False
glutamate,neuron9,29383,29377897948,28586,28716,35054,35184,36519,36649,28651,35119,36584,28656,35110,36608,False
glutamate,neuron9,29383,11034,28341,28471,34595,34725,34926,35056,28406,34660,34991,28416,34651,35008,False
glutamate,neuron9,29383,12528,28796,28926,37236,37366,37873,38003,28861,37301,37938,28886,37294,37958,False
glutamate,neuron9,29383,12400,30568,30698,34321,34451,39130,39260,30633,34386,39195,30648,34404,39197,False
glutamate,neuron9,29383,28985310918,29466,29596,38060,38190,36066,36196,29531,38125,36131,29544,38135,36140,False
glutamate,neuron9,29383,12528,29433,29563,36570,36700,37568,37698,29498,36635,37633,29502,36635,37660,False
glutamate,neuron9,29383,29795369524,29451,29581,36696,36826,37511,37641,29516,36761,37576,29556,36735,37566,False
glutamate,neuron9,29383,10423,28435,28565,34467,34597,37330,37460,28500,34532,37395,28508,34532,37368,False
glutamate,neuron9,29383,28988845219,29466,29596,38060,38190,36066,36196,29531,38125,36131,29542,38145,36115,False
glutamate,neuron9,29383,25681129085,28137,28267,34558,34688,32042,32172,28202,34623,32107,28205,34649,32101,False
glutamate,neuron9,29383,30209297556,29304,29434,36487,36617,37599,37729,29369,36552,37664,29377,36559,37637,False
glutamate,neuron9,29383,31029925488,28552,28682,36765,36895,38404,38534,28617,36830,38469,28596,36809,38473,False
glutamate,neuron9,29383,12001,29114,29244,35907,36037,37541,37671,29179,35972,37606,29178,36006,37637,False
glutamate,neuron10,26314,10906,15790,15920,31117,31247,39598,39728,15855,31182,39663,15835,31197,39639,False
glutamate,neuron10,26314,12796,17112,17242,31573,31703,32143,32273,17177,31638,32208,17186,31645,32194,False
glutamate,neuron10,26314,30190507434,15215,15345,34392,34522,37631,37761,15280,34457,37696,15261,34462,37713,False
glutamate,neuron10,26314,31004142000,15353,15483,32847,32977,38473,38603,15418,32912,38538,15429,32891,38531,False
glutamate,neuron10,26314,31814239571,15059,15189,31434,31564,39661,39791,15124,31499,39726,15120,31513,39707,False
glutamate,neuron10,26314,12177,16115,16245,33094,33224,38964,39094,16180,33159,39029,16163,33167,39019,False
glutamate,neuron10,26314,25659079180,17112,17242,31573,31703,32143,32273,17177,31638,32208,17192,31630,32194,False
glutamate,neuron10,26314,30597325618,15338,15468,33316,33446,38047,38177,15403,33381,38112,15417,33401,38104,False
glutamate,neuron10,26314,10996,16067,16197,30652,30782,40030,40160,16132,30717,40095,16131,30681,40112,False
glutamate,neuron10,26314,23492,15325,15455,31952,32082,38782,38912,15390,32017,38847,15400,32054,38857,False
glutamate,neuron10,26314,30593790582,14967,15097,33185,33315,38418,38548,15032,33250,38483,15021,33260,38452,False
glutamate,neuron10,26314,30597325363,15338,15468,33316,33446,38047,38177,15403,33381,38112,15372,33383,38104,False
glutamate,neuron10,26314,28124701539,16713,16843,31877,32007,34939,35069,16778,31942,35004,16767,31969,35020,False
glutamate,neuron10,26314,12796,16067,16197,30652,30782,40030,40160,16132,30717,40095,16111,30724,40101,False
glutamate,neuron10,26314,16412,16045,16175,35777,35907,32369,32499,16110,35842,32434,16096,35862,32451,False
glutamate,neuron10,26314,26094076713,15691,15821,34929,35059,32675,32805,15756,34994,32740,15738,35007,32750,False
glutamate,neuron10,26314,26069394607,16863,16993,31846,31976,32711,32841,16928,31911,32776,16961,31922,32758,False
glutamate,neuron10,26314,14550,16509,16639,33747,33877,38236,38366,16574,33812,38301,16577,33835,38325,False
glutamate,neuron10,26314,28549051071,14761,14891,34220,34350,35447,35577,14826,34285,35512,14843,34293,35539,False
glutamate,neuron10,26314,30597406369,16509,16639,33747,33877,38236,38366,16574,33812,38301,16563,33791,38266,False
glutamate,neuron10,26314,10786,15790,15920,31117,31247,39598,39728,15855,31182,39663,15888,31189,39656,False
glutamate,neuron10,26314,30597447565,16509,16639,33747,33877,38236,38366,16574,33812,38301,16582,33814,38330,False
glutamate,neuron10,26314,31004103100,14905,15035,33252,33382,38456,38586,14970,33317,38521,14952,33317,38547,False
glutamate,neuron10,26314,13189,16045,16175,35777,35907,32369,32499,16110,35842,32434,16129,35840,32432,False
glutamate,neuron10,26314,25690880260,16605,16735,35936,36066,32261,32391,16670,36001,32326,16655,35993,32338,False
glutamate,neuron10,26314,30165824209,16287,16417,30604,30734,37518,37648,16352,30669,37583,16335,30629,37590,False
glutamate,neuron10,26314,26094080511,15691,15821,34929,35059,32675,32805,15756,34994,32740,15742,34979,32763,False
glutamate,neuron10,26314,12177,16358,16488,33638,33768,38464,38594,16423,33703,38529,16442,33703,38531,False
glutamate,neuron10,26314,12082,16524,16654,33975,34105,38146,38276,16589,34040,38211,16601,34040,38224,False
glutamate,neuron10,26314,31807250682,16068,16198,30604,30734,40023,40153,16133,30669,40088,16140,30646,40061,False
glutamate,neuron10,26314,30569221369,17517,17647,29476,29606,37978,38108,17582,29541,38043,17596,29551,38053,False
glutamate,neuron10,26314,30179899849,14982,15112,32629,32759,37781,37911,15047,32694,37846,15075,32693,37844,False
glutamate,neuron10,26314,31004142643,14905,15035,33252,33382,38456,38586,14970,33317,38521,14966,33300,38553,False
glutamate,neuron10,26314,10996,16135,16265,33218,33348,38932,39062,16200,33283,38997,16193,33292,38983,False
glutamate,neuron10,26314,32217596999,16068,16198,30604,30734,40023,40153,16133,30669,40088,16109,30679,40091,False
glutamate,neuron10,26314,13788,15353,15483,32847,32977,38473,38603,15418,32912,38538,15449,32887,38517,False
glutamate,neuron10,26314,31004227056,16135,16265,33218,33348,38932,39062,16200,33283,38997,16174,33301,39005,False
glutamate,neuron10,26314,31004225279,16107,16237,33206,33336,38932,39062,16172,33271,38997,16140,33247,38991,False
glutamate,neuron10,26314,14063,15143,15273,34446,34576,37714,37844,15208,34511,37779,15238,34485,37815,False
glutamate,neuron10,26314,10458,17612,17742,30292,30422,30338,30468,17677,30357,30403,17691,30396,30395,False
glutamate,neuron10,26314,26486822830,16810,16940,32277,32407,33051,33181,16875,32342,33116,16862,32369,33103,False
glutamate,neuron10,26314,12082,14967,15097,33185,33315,38418,38548,15032,33250,38483,15052,33252,38470,False
glutamate,neuron10,26314,31004226710,16107,16237,33206,33336,38932,39062,16172,33271,38997,16141,33256,39008,False
glutamate,neuron10,26314,26904138946,15062,15192,33630,33760,33883,34013,15127,33695,33948,15139,33689,33927,False
glutamate,neuron10,26314,10528,16509,16639,33747,33877,38236,38366,16574,33812,38301,16562,33837,38312,False
glutamate,neuron10,26314,26182,17517,17647,29476,29606,37978,38108,17582,29541,38043,17553,29522,38058,False
glutamate,neuron10,26314,26182,16714,16844,34089,34219,36790,36920,16779,34154,36855,16762,34169,36882,False
glutamate,neuron10,26314,12796,15282,15412,32768,32898,38633,38763,15347,32833,38698,15323,32820,38701,False
glutamate,neuron10,26314,12796,15325,15455,31952,32082,38782,38912,15390,32017,38847,15380,32032,38846,False
glutamate,neuron10,26314,30590252549,15353,15483,32847,32977,38473,38603,15418,32912,38538,15431,32916,38517,False
glutamate,neuron11,27966,30534041566,20297,20427,24718,24848,38204,38334,20362,24783,38269,20387,24777,38283,False
glutamate,neuron11,27966,30951399009,19365,19495,25593,25723,38745,38875,19430,25658,38810,19418,25696,38796,False
